;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;GENTING;BULAN
234;SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;0;OKTOBER
235;SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;1;OKTOBER
236;SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;0;OKTOBER
237;SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;1;OKTOBER
238;SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;2;OKTOBER
239;SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;6;OKTOBER
240;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;5;OKTOBER
241;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;32;OKTOBER
242;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;7;OKTOBER
243;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;0;OKTOBER
244;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;TAORA;7;OKTOBER
245;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KABAE;2;OKTOBER
246;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN BARAT;2;OKTOBER
247;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;PENATANGAN;15;OKTOBER
248;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN TIMUR;3;OKTOBER
249;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN;0;OKTOBER
250;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;ARALLE TIMUR;12;OKTOBER
251;SULAWESI BARAT;MAMASA;MAMASA;MAMASA;9;OKTOBER
252;SULAWESI BARAT;MAMASA;MAMASA;RAMBUSARATU;2;OKTOBER
253;SULAWESI BARAT;MAMASA;MAMASA;OSANGO;12;OKTOBER
254;SULAWESI BARAT;MAMASA;MAMASA;LAMBANAN;1;OKTOBER
255;SULAWESI BARAT;MAMASA;MAMASA;LEMBANA SALULO;6;OKTOBER
256;SULAWESI BARAT;MAMASA;MAMASA;TAUPE;0;OKTOBER
257;SULAWESI BARAT;MAMASA;MAMASA;BUNTU BUDA;12;OKTOBER
258;SULAWESI BARAT;MAMASA;MAMASA;TONDOK BAKARU;0;OKTOBER
259;SULAWESI BARAT;MAMASA;MAMASA;PEBASSIAN;0;OKTOBER
260;SULAWESI BARAT;MAMASA;MAMASA;MAMBULILING;0;OKTOBER
261;SULAWESI BARAT;MAMASA;MAMASA;BOMBONG LAMBE;13;OKTOBER
262;SULAWESI BARAT;MAMASA;MAMASA;BUBUN BATU;0;OKTOBER
263;SULAWESI BARAT;MAMASA;MAMBI;MAMBI;0;OKTOBER
264;SULAWESI BARAT;MAMASA;MAMBI;TALIPUKKI;0;OKTOBER
265;SULAWESI BARAT;MAMASA;MAMBI;RANTEBULAHAN;0;OKTOBER
266;SULAWESI BARAT;MAMASA;MAMBI;SONDONGLAYU;0;OKTOBER
267;SULAWESI BARAT;MAMASA;MAMBI;SALUBANUA;0;OKTOBER
268;SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;0;OKTOBER
269;SULAWESI BARAT;MAMASA;MAMBI;SENDANA;0;OKTOBER
270;SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;0;OKTOBER
271;SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;0;OKTOBER
272;SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;0;OKTOBER
273;SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;0;OKTOBER
274;SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;0;OKTOBER
275;SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;0;OKTOBER
276;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;0;OKTOBER
277;SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;5;OKTOBER
278;SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;4;OKTOBER
279;SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;2;OKTOBER
280;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;1;OKTOBER
281;SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;0;OKTOBER
282;SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;3;OKTOBER
283;SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;1;OKTOBER
284;SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;1;OKTOBER
285;SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;0;OKTOBER
286;SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;1;OKTOBER
287;SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;0;OKTOBER
288;SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;0;OKTOBER
289;SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;0;OKTOBER
290;SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;0;OKTOBER
291;SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;0;OKTOBER
292;SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;0;OKTOBER
293;SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;0;OKTOBER
294;SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;0;OKTOBER
295;SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;0;OKTOBER
296;SULAWESI BARAT;MAMASA;NOSU;NOSU;1;OKTOBER
297;SULAWESI BARAT;MAMASA;NOSU;MINANGA;1;OKTOBER
298;SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;0;OKTOBER
299;SULAWESI BARAT;MAMASA;NOSU;MASEWWE;1;OKTOBER
300;SULAWESI BARAT;MAMASA;NOSU;SIWI;6;OKTOBER
301;SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;0;OKTOBER
302;SULAWESI BARAT;MAMASA;NOSU;PARINDING;0;OKTOBER
303;SULAWESI BARAT;MAMASA;PANA;PANA;1;OKTOBER
304;SULAWESI BARAT;MAMASA;PANA;MANIPI;0;OKTOBER
305;SULAWESI BARAT;MAMASA;PANA;MAMULLU;1;OKTOBER
306;SULAWESI BARAT;MAMASA;PANA;SAPAN;0;OKTOBER
307;SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;3;OKTOBER
308;SULAWESI BARAT;MAMASA;PANA;PANURA;0;OKTOBER
309;SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;0;OKTOBER
310;SULAWESI BARAT;MAMASA;PANA;KARAKA;4;OKTOBER
311;SULAWESI BARAT;MAMASA;PANA;ULUSALU;0;OKTOBER
312;SULAWESI BARAT;MAMASA;PANA;WERI;2;OKTOBER
313;SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;0;OKTOBER
314;SULAWESI BARAT;MAMASA;PANA;SALOAN;7;OKTOBER
315;SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;0;OKTOBER
316;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;1;OKTOBER
317;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;2;OKTOBER
318;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;2;OKTOBER
319;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;5;OKTOBER
320;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;1;OKTOBER
321;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;6;OKTOBER
322;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;5;OKTOBER
323;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;1;OKTOBER
324;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;0;OKTOBER
325;SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;0;OKTOBER
326;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;6;OKTOBER
327;SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;0;OKTOBER
328;SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;2;OKTOBER
329;SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;0;OKTOBER
330;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;3;OKTOBER
331;SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;0;OKTOBER
332;SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;1;OKTOBER
333;SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;0;OKTOBER
334;SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;0;OKTOBER
335;SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;0;OKTOBER
336;SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;0;OKTOBER
337;SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;7;OKTOBER
338;SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;0;OKTOBER
339;SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;0;OKTOBER
340;SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;0;OKTOBER
341;SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;0;OKTOBER
342;SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;0;OKTOBER
343;SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;3;OKTOBER
344;SULAWESI BARAT;MAMASA;TABANG;TABANG;0;OKTOBER
345;SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;0;OKTOBER
346;SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;0;OKTOBER
347;SULAWESI BARAT;MAMASA;TABANG;MASUPU;2;OKTOBER
348;SULAWESI BARAT;MAMASA;TABANG;KALAMA;0;OKTOBER
349;SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;12;OKTOBER
350;SULAWESI BARAT;MAMASA;TABANG;SALUKONA;0;OKTOBER
351;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;3;OKTOBER
352;SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;0;OKTOBER
353;SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;0;OKTOBER
354;SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;0;OKTOBER
355;SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;0;OKTOBER
356;SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;3;OKTOBER
357;SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;0;OKTOBER
358;SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;0;OKTOBER
359;SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;0;OKTOBER
360;SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;4;OKTOBER
361;SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;0;OKTOBER
362;SULAWESI BARAT;MAMASA;TABULAHAN;PEU';0;OKTOBER
363;SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;0;OKTOBER
364;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;0;OKTOBER
365;SULAWESI BARAT;MAMASA;TANDUK KALUA;MINAKE;0;OKTOBER
366;SULAWESI BARAT;MAMASA;TANDUK KALUA;MALABO;0;OKTOBER
367;SULAWESI BARAT;MAMASA;TANDUK KALUA;SINDAGAMANIK;1;OKTOBER
368;SULAWESI BARAT;MAMASA;TANDUK KALUA;PARONDOBULAWAN;0;OKTOBER
369;SULAWESI BARAT;MAMASA;TANDUK KALUA;TAMALANTIK;0;OKTOBER
370;SULAWESI BARAT;MAMASA;TANDUK KALUA;MANNABABA;0;OKTOBER
371;SULAWESI BARAT;MAMASA;TANDUK KALUA;MESAKADA;3;OKTOBER
372;SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;12;OKTOBER
373;SULAWESI BARAT;MAMASA;TANDUK KALUA;PAMBE;0;OKTOBER
374;SULAWESI BARAT;MAMASA;TANDUK KALUA;SALURANO;1;OKTOBER
375;SULAWESI BARAT;MAMASA;TANDUK KALUA;TALIMBUNG;0;OKTOBER
376;SULAWESI BARAT;MAMASA;TANDUK KALUA;KANAN;0;OKTOBER
377;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN;0;OKTOBER
378;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN TIMUR;1;OKTOBER
379;SULAWESI BARAT;MAMASA;TAWALIAN;KARIANGO;0;OKTOBER
380;SULAWESI BARAT;MAMASA;TAWALIAN;RANTETANGNGA;5;OKTOBER
381;SULAWESI BARAT;POLEWALI MANDAR;ALLU;PETOOSANG;8;OKTOBER
382;SULAWESI BARAT;POLEWALI MANDAR;ALLU;MOMBI;12;OKTOBER
383;SULAWESI BARAT;POLEWALI MANDAR;ALLU;KALUMAMMANG;15;OKTOBER
384;SULAWESI BARAT;POLEWALI MANDAR;ALLU;PAO-PAO;10;OKTOBER
385;SULAWESI BARAT;POLEWALI MANDAR;ALLU;PUPPU URING;24;OKTOBER
386;SULAWESI BARAT;POLEWALI MANDAR;ALLU;SARAGIAN;19;OKTOBER
387;SULAWESI BARAT;POLEWALI MANDAR;ALLU;SAYOANG;10;OKTOBER
388;SULAWESI BARAT;POLEWALI MANDAR;ALLU;ALU;10;OKTOBER
389;SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;ANREAPI;17;OKTOBER
390;SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;DUAMPANUA;3;OKTOBER
391;SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;KELAPA DUA;15;OKTOBER
392;SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;PAPPANDANGAN;11;OKTOBER
393;SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;KUNYI;7;OKTOBER
394;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALANIPA;25;OKTOBER
395;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMMAJARRA;13;OKTOBER
396;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMANGGALLE;26;OKTOBER
397;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;MOSSO;0;OKTOBER
398;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;GALUNG TULUK;27;OKTOBER
399;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;SABANG SUBIK;23;OKTOBER
400;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PAMBUSUANG;16;OKTOBER
401;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALA;39;OKTOBER
402;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LAMBANAN;2;OKTOBER
403;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LEGO;2;OKTOBER
404;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PALLIS;4;OKTOBER
405;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMASSANGAN;29;OKTOBER
406;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;TONYAMAN;39;OKTOBER
407;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KUAJANG;42;OKTOBER
408;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;PAKU;8;OKTOBER
409;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MIRRING;17;OKTOBER
410;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;BATETANGNGA;25;OKTOBER
411;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MAMMI;35;OKTOBER
412;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KALEOK;8;OKTOBER
413;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMOLA;9;OKTOBER
414;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;REA;33;OKTOBER
415;SULAWESI BARAT;POLEWALI MANDAR;BULO;BULO;5;OKTOBER
416;SULAWESI BARAT;POLEWALI MANDAR;BULO;PULLIWA;19;OKTOBER
417;SULAWESI BARAT;POLEWALI MANDAR;BULO;PATAMBANUA;16;OKTOBER
418;SULAWESI BARAT;POLEWALI MANDAR;BULO;KAROMBANG;0;OKTOBER
419;SULAWESI BARAT;POLEWALI MANDAR;BULO;DAALA TIMUR;12;OKTOBER
420;SULAWESI BARAT;POLEWALI MANDAR;BULO;LENGGO;0;OKTOBER
421;SULAWESI BARAT;POLEWALI MANDAR;BULO;SABURA;0;OKTOBER
422;SULAWESI BARAT;POLEWALI MANDAR;BULO;SEPPORRAKI;6;OKTOBER
423;SULAWESI BARAT;POLEWALI MANDAR;BULO;IHING;7;OKTOBER
424;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PAPPANG;18;OKTOBER
425;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LALIKO;0;OKTOBER
426;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BONDE;1;OKTOBER
427;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN LEMO;13;OKTOBER
428;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PANYAMPA;41;OKTOBER
429;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SURUANG;21;OKTOBER
430;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAMPOKO;26;OKTOBER
431;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN;0;OKTOBER
432;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAPEO;16;OKTOBER
433;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PARAPPE;2;OKTOBER
434;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;ONGKO;11;OKTOBER
435;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KENJE;15;OKTOBER
436;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SUMARRANG;0;OKTOBER
437;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BOTTO;11;OKTOBER
438;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;GATTUNGAN;12;OKTOBER
439;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG TIMUR;0;OKTOBER
440;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG;5;OKTOBER
441;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAGI-AGI;19;OKTOBER
442;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LIMBORO;42;OKTOBER
443;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LEMBANG LEMBANG;27;OKTOBER
444;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANDASURA;25;OKTOBER
445;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SAMASUNDU;11;OKTOBER
446;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;NAPO;24;OKTOBER
447;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TODANG TODANG;10;OKTOBER
448;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PENDULANGAN;6;OKTOBER
449;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;RENGGEANG;22;OKTOBER
450;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SALARRI;2;OKTOBER
451;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANGAN BARU;11;OKTOBER
452;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PALECE;27;OKTOBER
453;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA;26;OKTOBER
454;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAMBU;21;OKTOBER
455;SULAWESI BARAT;POLEWALI MANDAR;LUYO;TENGGELANG;33;OKTOBER
456;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BARU;44;OKTOBER
457;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI;10;OKTOBER
458;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAPILI BARAT;31;OKTOBER
459;SULAWESI BARAT;POLEWALI MANDAR;LUYO;SAMBALI WALI;34;OKTOBER
460;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA DAALA;0;OKTOBER
461;SULAWESI BARAT;POLEWALI MANDAR;LUYO;LUYO;18;OKTOBER
462;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI BARAT;0;OKTOBER
463;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUCCADI;10;OKTOBER
464;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;MAPILI;0;OKTOBER
465;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;UGIBARU;5;OKTOBER
466;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RUMPA;0;OKTOBER
467;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;KURMA;21;OKTOBER
468;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BUKU;6;OKTOBER
469;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONNE BONNE;8;OKTOBER
470;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BEROANGIN;0;OKTOBER
471;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SEGERANG;0;OKTOBER
472;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONRA;0;OKTOBER
473;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SATTOKO;0;OKTOBER
474;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RAPPANG BARAT;11;OKTOBER
475;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;LANDI KANUSUANG;0;OKTOBER
476;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;MATAKALI;11;OKTOBER
477;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PETAMPANUA;1;OKTOBER
478;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BARUMBUNG;17;OKTOBER
479;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PASIANG;21;OKTOBER
480;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;TONROLIMA;21;OKTOBER
481;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;INDOMAKKOMBONG;25;OKTOBER
482;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BUNGA-BUNGA;0;OKTOBER
483;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MATANGNGA;5;OKTOBER
484;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;LILLI;7;OKTOBER
485;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;RANGOAN;3;OKTOBER
486;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;TAPUA;5;OKTOBER
487;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MAMBU TAPUA;8;OKTOBER
488;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;BA'BA TAPUA;13;OKTOBER
489;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;KATIMBANG;8;OKTOBER
490;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;POLEWALI;34;OKTOBER
491;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;WATTANG;16;OKTOBER
492;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;SULEWATANG;25;OKTOBER
493;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;LANTORA;28;OKTOBER
494;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;TAKATIDUNG;55;OKTOBER
495;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;PEKKABATA;9;OKTOBER
496;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MADATE;65;OKTOBER
497;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MANDING;43;OKTOBER
498;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;DARMA;17;OKTOBER
499;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PELITAKAN;0;OKTOBER
500;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO;2;OKTOBER
501;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RAPPANG;0;OKTOBER
502;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;DAKKA;0;OKTOBER
503;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BATU;0;OKTOBER
504;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RISO;0;OKTOBER
505;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PALATTA;0;OKTOBER
506;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO BARAT;8;OKTOBER
507;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KURRAK;0;OKTOBER
508;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BUSSU;16;OKTOBER
509;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TUTTULA;13;OKTOBER
510;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;JAMBU MALEA;8;OKTOBER
511;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KALIMBUA;4;OKTOBER
512;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BANATO REJO;10;OKTOBER
513;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TINAMBUNG;15;OKTOBER
514;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;KARAMA;17;OKTOBER
515;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANGNGA TANGNGA;52;OKTOBER
516;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;LEKOPADIS;39;OKTOBER
517;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;GALUNG LOMBOK;20;OKTOBER
518;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANDUNG;23;OKTOBER
519;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;BATULAYA;15;OKTOBER
520;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;SEPABATU;36;OKTOBER
521;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU;12;OKTOBER
522;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;AMBOPADANG;6;OKTOBER
523;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TUBBI;0;OKTOBER
524;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;RATTE;2;OKTOBER
525;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN;5;OKTOBER
526;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PIRIANG TAPIKO;3;OKTOBER
527;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PEBURRU;5;OKTOBER
528;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TALOBA;7;OKTOBER
529;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;POLLEWANI;18;OKTOBER
530;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;ARABUA;12;OKTOBER
531;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN UTARA;7;OKTOBER
532;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PODA;9;OKTOBER
533;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU TUA;0;OKTOBER
